selected,word,phonology,contrast,contrastGroup,source,syllableCount,syllableTemplate,syllable1,syllable2,phones,phoneLength,orthLength,ipaTarget,ttsText,phonologicalNeighborhoodSize,nearestRealWordDistance,nearestRealWords,englishZipfFrequency,selectionScore
0,femnam,easy,control,,generated,2,CVC-CVC,fem,nam,F EH M N AE M,6,6,/fɛmnæm/,fem-nam,0,3,fence|fend|fendt|fenner|fenney|fenno|fent|flam|flamm|frahm,0.0,1.6094
0,femnan,easy,control,,generated,2,CVC-CVC,fem,nan,F EH M N AE N,6,6,/fɛmnæn/,fem-nan,0,3,ehman|ehmann|ehmen|ennen|fayanne|fence|fend|fendt|fenner|fenney,0.0,1.6094
0,fempam,easy,control,,generated,2,CVC-CVC,fem,pam,F EH M P AE M,6,6,/fɛmpæm/,fem-pam,0,3,cemp|empey|empie|empt|flam|flamm|frahm|fram|hemp|imam,0.0,1.6094
0,fempan,easy,control,,generated,2,CVC-CVC,fem,pan,F EH M P AE N,6,6,/fɛmpæn/,fem-pan,0,3,cemp|ehman|ehmann|ehmen|empey|empie|empt|fayanne|flan|flann,0.0,1.6094
0,femsak,easy,control,,generated,2,CVC-CVC,fem,sak,F EH M S AE K,6,6,/fɛmsæk/,fem-sak,0,3,beske|desk|emcee|emick|emmick|essick|fence|fessed|fest|fettes,0.0,1.6094
0,femtak,easy,control,,generated,2,CVC-CVC,fem,tak,F EH M T AE K,6,6,/fɛmtæk/,fem-tak,0,3,attack|emick|emmick|empty|fecht|feldt|felt|fendt|fent|fessed,0.0,1.6094
0,fenkak,easy,control,,generated,2,CVC-CVC,fen,kak,F EH N K AE K,6,6,/fɛnkæk/,fen-kak,0,3,anac|fecher|fecht|fence|fend|fendt|fenner|fenney|fenno|fent,0.0,1.6094
0,fenkam,easy,control,,generated,2,CVC-CVC,fen,kam,F EH N K AE M,6,6,/fɛnkæm/,fen-kam,0,3,fecher|fecht|fence|fend|fendt|fenner|fenney|fenno|fent|flam,0.0,1.6094
0,fenkan,easy,control,,generated,2,CVC-CVC,fen,kan,F EH N K AE N,6,6,/fɛnkæn/,fen-kan,0,3,ekern|ennen|fayanne|fecher|fecht|fence|fend|fendt|fenner|fenney,0.0,1.6094
0,fenmak,easy,control,,generated,2,CVC-CVC,fen,mak,F EH N M AE K,6,6,/fɛnmæk/,fen-mak,0,3,anac|emick|emmick|fence|fend|fendt|fenner|fenney|fenno|fent,0.0,1.6094
0,fenmam,easy,control,,generated,2,CVC-CVC,fen,mam,F EH N M AE M,6,6,/fɛnmæm/,fen-mam,0,3,fence|fend|fendt|fenner|fenney|fenno|fent|flam|flamm|frahm,0.0,1.6094
0,fenman,easy,control,,generated,2,CVC-CVC,fen,man,F EH N M AE N,6,6,/fɛnmæn/,fen-man,0,3,ehman|ehmann|ehmen|ennen|fayanne|fence|fend|fendt|fenner|fenney,0.0,1.6094
0,fennak,easy,control,,generated,2,CVC-CVC,fen,nak,F EH N N AE K,6,6,/fɛnnæk/,fen-nak,0,3,anac|fence|fend|fendt|fenner|fenney|fenno|fent|flack|flak,0.0,1.6094
0,fennam,easy,control,,generated,2,CVC-CVC,fen,nam,F EH N N AE M,6,6,/fɛnnæm/,fen-nam,0,3,fence|fend|fendt|fenner|fenney|fenno|fent|flam|flamm|frahm,0.0,1.6094
0,fennan,easy,control,,generated,2,CVC-CVC,fen,nan,F EH N N AE N,6,6,/fɛnnæn/,fen-nan,0,3,ennen|fayanne|fence|fend|fendt|fenner|fenney|fenno|fent|flan,0.0,1.6094
0,fenpak,easy,control,,generated,2,CVC-CVC,fen,pak,F EH N P AE K,6,6,/fɛnpæk/,fen-pak,0,3,aipac|anac|epic|epoch|fence|fend|fendt|fenner|fenney|fenno,0.0,1.6094
0,fenpam,easy,control,,generated,2,CVC-CVC,fen,pam,F EH N P AE M,6,6,/fɛnpæm/,fen-pam,0,3,fence|fend|fendt|fenner|fenney|fenno|fent|flam|flamm|frahm,0.0,1.6094
0,fepkak,easy,control,,generated,2,CVC-CVC,fep,kak,F EH P K AE K,6,6,/fɛpkæk/,fep-kak,0,3,aipac|epic|epoch|fecher|fecht|flack|flak|plack|placke|plaque,0.0,1.6094
0,fepkam,easy,control,,generated,2,CVC-CVC,fep,kam,F EH P K AE M,6,6,/fɛpkæm/,fep-kam,0,3,fecher|fecht|flam|flamm|frahm|fram|plam|scam|spam,0.0,1.6094
0,fepkan,easy,control,,generated,2,CVC-CVC,fep,kan,F EH P K AE N,6,6,/fɛpkæn/,fep-kan,0,3,ekern|fayanne|fecher|fecht|flan|flann|fran|plan|pran|scan,0.0,1.6094
0,fepmak,easy,control,,generated,2,CVC-CVC,fep,mak,F EH P M AE K,6,6,/fɛpmæk/,fep-mak,0,3,aipac|emick|emmick|epic|epoch|flack|flak|plack|placke|plaque,0.0,1.6094
0,fepmam,easy,control,,generated,2,CVC-CVC,fep,mam,F EH P M AE M,6,6,/fɛpmæm/,fep-mam,0,3,flam|flamm|frahm|fram|imam|plam|spam,0.0,1.6094
0,fepman,easy,control,,generated,2,CVC-CVC,fep,man,F EH P M AE N,6,6,/fɛpmæn/,fep-man,0,3,ehman|ehmann|ehmen|fayanne|flan|flann|fran|plan|pran|span,0.0,1.6094
0,fepnak,easy,control,,generated,2,CVC-CVC,fep,nak,F EH P N AE K,6,6,/fɛpnæk/,fep-nak,0,3,aipac|anac|epic|epoch|eppner|fence|fend|fendt|fenner|fenney,0.0,1.6094
0,fepnam,easy,control,,generated,2,CVC-CVC,fep,nam,F EH P N AE M,6,6,/fɛpnæm/,fep-nam,0,3,eppner|fence|fend|fendt|fenner|fenney|fenno|fent|flam|flamm,0.0,1.6094
0,feppak,easy,control,,generated,2,CVC-CVC,fep,pak,F EH P P AE K,6,6,/fɛppæk/,fep-pak,0,3,aipac|epic|epoch|flack|flak|plack|placke|plaque|spack|spak,0.0,1.6094
0,feskak,easy,control,,generated,2,CVC-CVC,fes,kak,F EH S K AE K,6,6,/fɛskæk/,fes-kak,0,3,beske|cyacq|desk|esco|esker|eskey|essick|fecher|fecht|fessed,0.0,1.6094
0,fesmam,easy,control,,generated,2,CVC-CVC,fes,mam,F EH S M AE M,6,6,/fɛsmæm/,fes-mam,0,3,fessed|fest|flam|flamm|frahm|fram|imam|scam|siam|slam,0.0,1.6094
0,fetkak,easy,control,,generated,2,CVC-CVC,fet,kak,F EH T K AE K,6,6,/fɛtkæk/,fet-kak,0,3,attack|fecher|fecht|feta|fetter|fettes|fetty|fetz|flack|flak,0.0,1.6094
0,fetkam,easy,control,,generated,2,CVC-CVC,fet,kam,F EH T K AE M,6,6,/fɛtkæm/,fet-kam,0,3,fecher|fecht|feta|fetter|fettes|fetty|fetz|flam|flamm|frahm,0.0,1.6094
0,fetmak,easy,control,,generated,2,CVC-CVC,fet,mak,F EH T M AE K,6,6,/fɛtmæk/,fet-mak,0,3,attack|emick|emmick|feta|fetter|fettes|fetty|fetz|flack|flak,0.0,1.6094
0,fetnak,easy,control,,generated,2,CVC-CVC,fet,nak,F EH T N AE K,6,6,/fɛtnæk/,fet-nak,0,3,aetna|anac|attack|etna|fence|fend|fendt|fenner|fenney|fenno,0.0,1.6094
0,fikkak,easy,control,,generated,2,CVC-CVC,fik,kak,F IH K K AE K,6,6,/fɪkkæk/,fik-kak,0,3,clack|crack|ficco|ficker|fickes|finck|fincke|fink|finke|fisc,0.0,1.6094
0,fikkam,easy,control,,generated,2,CVC-CVC,fik,kam,F IH K K AE M,6,6,/fɪkkæm/,fik-kam,0,3,clam|cram|ficco|ficker|fickes|film|finck|fincke|fink|finke,0.0,1.6094
0,fikkan,easy,control,,generated,2,CVC-CVC,fik,kan,F IH K K AE N,6,6,/fɪkkæn/,fik-kan,0,3,clan|fayanne|ficco|ficker|fickes|finck|fincke|fink|finke|fisc,0.0,1.6094
0,fikkek,easy,control,,generated,2,CVC-CVC,fik,kek,F IH K K EH K,6,6,/fɪkkɛk/,fik-kek,0,3,creque|ficco|ficker|fickes|finck|fincke|fink|finke|fisc|fisk,0.0,1.6094
0,fikkem,easy,control,,generated,2,CVC-CVC,fik,kem,F IH K K EH M,6,6,/fɪkkɛm/,fik-kem,0,3,clem|ficco|ficker|fickes|film|finck|fincke|fink|finke|fisc,0.0,1.6094
0,fikmak,easy,control,,generated,2,CVC-CVC,fik,mak,F IH K M AE K,6,6,/fɪkmæk/,fik-mak,0,3,clack|crack|ficco|ficker|fickes|film|finck|fincke|fink|finke,0.0,1.6094
0,fikmam,easy,control,,generated,2,CVC-CVC,fik,mam,F IH K M AE M,6,6,/fɪkmæm/,fik-mam,0,3,clam|cram|ficco|ficker|fickes|film|fix|flam|flamm|frahm,0.0,1.6094
0,fikmek,easy,control,,generated,2,CVC-CVC,fik,mek,F IH K M EH K,6,6,/fɪkmɛk/,fik-mek,0,3,creque|ficco|ficker|fickes|film|finck|fincke|fink|finke|fisc,0.0,1.6094
0,fiknam,easy,control,,generated,2,CVC-CVC,fik,nam,F IH K N AE M,6,6,/fɪknæm/,fik-nam,0,3,clam|cram|ficco|ficker|fickes|film|finch|fine|finney|finnie,0.0,1.6094
0,fiknan,easy,control,,generated,2,CVC-CVC,fik,nan,F IH K N AE N,6,6,/fɪknæn/,fik-nan,0,3,clan|fayanne|ficco|ficker|fickes|finch|fine|finney|finnie|finns,0.0,1.6094
0,fiknek,easy,control,,generated,2,CVC-CVC,fik,nek,F IH K N EH K,6,6,/fɪknɛk/,fik-nek,0,3,creque|ficco|ficker|fickes|finch|finck|fincke|fine|fink|finke,0.0,1.6094
0,fikpak,easy,control,,generated,2,CVC-CVC,fik,pak,F IH K P AE K,6,6,/fɪkpæk/,fik-pak,0,3,aipac|clack|crack|ficco|ficker|fickes|finck|fincke|fink|finke,0.0,1.6094
0,fikpam,easy,control,,generated,2,CVC-CVC,fik,pam,F IH K P AE M,6,6,/fɪkpæm/,fik-pam,0,3,clam|cram|ficco|ficker|fickes|film|fipps|fix|flam|flamm,0.0,1.6094
0,fimkak,easy,control,,generated,2,CVC-CVC,fim,kak,F IH M K AE K,6,6,/fɪmkæk/,fim-kak,0,3,ficco|ficker|fickes|finck|fincke|fink|finke|fisc|fisk|fiske,0.0,1.6094
0,fimkam,easy,control,,generated,2,CVC-CVC,fim,kam,F IH M K AE M,6,6,/fɪmkæm/,fim-kam,0,3,ficco|ficker|fickes|film|finck|fincke|fink|finke|fisc|fisk,0.0,1.6094
0,fimkan,easy,control,,generated,2,CVC-CVC,fim,kan,F IH M K AE N,6,6,/fɪmkæn/,fim-kan,0,3,fayanne|ficco|ficker|fickes|finck|fincke|fink|finke|fisc|fisk,0.0,1.6094
0,fimkek,easy,control,,generated,2,CVC-CVC,fim,kek,F IH M K EH K,6,6,/fɪmkɛk/,fim-kek,0,3,ficco|ficker|fickes|finck|fincke|fink|finke|fisc|fisk|fiske,0.0,1.6094
0,fimmak,easy,control,,generated,2,CVC-CVC,fim,mak,F IH M M AE K,6,6,/fɪmmæk/,fim-mak,0,3,film|finck|fincke|fink|finke|fisc|fisk|fiske|flack|flak,0.0,1.6094
0,fimmam,easy,control,,generated,2,CVC-CVC,fim,mam,F IH M M AE M,6,6,/fɪmmæm/,fim-mam,0,3,film|flam|flamm|frahm|fram|imam,0.0,1.6094
0,fimmek,easy,control,,generated,2,CVC-CVC,fim,mek,F IH M M EH K,6,6,/fɪmmɛk/,fim-mek,0,3,film|finck|fincke|fink|finke|fisc|fisk|fiske|fleck|frech,0.0,1.6094
0,fimnak,easy,control,,generated,2,CVC-CVC,fim,nak,F IH M N AE K,6,6,/fɪmnæk/,fim-nak,0,3,anac|finch|finck|fincke|fine|fink|finke|finney|finnie|finns,0.0,1.6094
0,fimnam,easy,control,,generated,2,CVC-CVC,fim,nam,F IH M N AE M,6,6,/fɪmnæm/,fim-nam,0,3,film|finch|fine|finney|finnie|finns|fins|flam|flamm|frahm,0.0,1.6094
0,fimnan,easy,control,,generated,2,CVC-CVC,fim,nan,F IH M N AE N,6,6,/fɪmnæn/,fim-nan,0,3,fayanne|finch|fine|finney|finnie|finns|fins|flan|flann|fran,0.0,1.6094
0,fimpak,easy,control,,generated,2,CVC-CVC,fim,pak,F IH M P AE K,6,6,/fɪmpæk/,fim-pak,0,3,aipac|chimp|finck|fincke|fink|finke|fipps|fisc|fisk|fiske,0.0,1.6094
0,finkak,easy,control,,generated,2,CVC-CVC,fin,kak,F IH N K AE K,6,6,/fɪnkæk/,fin-kak,0,3,anac|ficco|ficker|fickes|finch|finck|fincke|fine|fink|finke,0.0,1.6094
0,finkek,easy,control,,generated,2,CVC-CVC,fin,kek,F IH N K EH K,6,6,/fɪnkɛk/,fin-kek,0,3,ficco|ficker|fickes|finch|finck|fincke|fine|fink|finke|finney,0.0,1.6094
0,finmam,easy,control,,generated,2,CVC-CVC,fin,mam,F IH N M AE M,6,6,/fɪnmæm/,fin-mam,0,3,film|finch|fine|finney|finnie|finns|fins|flam|flamm|frahm,0.0,1.6094
0,finnak,easy,control,,generated,2,CVC-CVC,fin,nak,F IH N N AE K,6,6,/fɪnnæk/,fin-nak,0,3,anac|finch|finck|fincke|fine|fink|finke|finney|finnie|finns,0.0,1.6094
0,finnam,easy,control,,generated,2,CVC-CVC,fin,nam,F IH N N AE M,6,6,/fɪnnæm/,fin-nam,0,3,film|finch|fine|finney|finnie|finns|fins|flam|flamm|frahm,0.0,1.6094
0,finpak,easy,control,,generated,2,CVC-CVC,fin,pak,F IH N P AE K,6,6,/fɪnpæk/,fin-pak,0,3,aipac|anac|finch|finck|fincke|fine|fink|finke|finney|finnie,0.0,1.6094
0,fipkak,easy,control,,generated,2,CVC-CVC,fip,kak,F IH P K AE K,6,6,/fɪpkæk/,fip-kak,0,3,aipac|ficco|ficker|fickes|finck|fincke|fink|finke|fipps|fisc,0.0,1.6094
0,fipkam,easy,control,,generated,2,CVC-CVC,fip,kam,F IH P K AE M,6,6,/fɪpkæm/,fip-kam,0,3,ficco|ficker|fickes|film|finck|fincke|fink|finke|fipps|fisc,0.0,1.6094
0,fipkan,easy,control,,generated,2,CVC-CVC,fip,kan,F IH P K AE N,6,6,/fɪpkæn/,fip-kan,0,3,fayanne|ficco|ficker|fickes|finck|fincke|fink|finke|fipps|fisc,0.0,1.6094
0,fipkek,easy,control,,generated,2,CVC-CVC,fip,kek,F IH P K EH K,6,6,/fɪpkɛk/,fip-kek,0,3,apec|ficco|ficker|fickes|finck|fincke|fink|finke|fipps|fisc,0.0,1.6094
0,fipmak,easy,control,,generated,2,CVC-CVC,fip,mak,F IH P M AE K,6,6,/fɪpmæk/,fip-mak,0,3,aipac|film|finck|fincke|fink|finke|fipps|fisc|fisk|fiske,0.0,1.6094
0,fipmam,easy,control,,generated,2,CVC-CVC,fip,mam,F IH P M AE M,6,6,/fɪpmæm/,fip-mam,0,3,film|fipps|flam|flamm|frahm|fram|imam|phipps|plam|spam,0.0,1.6094
0,fipnak,easy,control,,generated,2,CVC-CVC,fip,nak,F IH P N AE K,6,6,/fɪpnæk/,fip-nak,0,3,aipac|anac|finch|finck|fincke|fine|fink|finke|finney|finnie,0.0,1.6094
0,fippak,easy,control,,generated,2,CVC-CVC,fip,pak,F IH P P AE K,6,6,/fɪppæk/,fip-pak,0,3,aipac|finck|fincke|fink|finke|fipps|fisc|fisk|fiske|flack,0.0,1.6094
0,fokkak,easy,control,,generated,2,CVC-CVC,fok,kak,F AA K K AE K,6,6,/fɑkkæk/,fok-kak,0,3,clack|crack|flack|flak|focht|fokker|fox|foxx|kayak|krack,0.0,1.6094
0,fokkam,easy,control,,generated,2,CVC-CVC,fok,kam,F AA K K AE M,6,6,/fɑkkæm/,fok-kam,0,3,clam|cram|farm|flam|flamm|focht|fokker|fox|foxx|frahm,0.0,1.6094
0,fokkan,easy,control,,generated,2,CVC-CVC,fok,kan,F AA K K AE N,6,6,/fɑkkæn/,fok-kan,0,3,aachen|clan|fayanne|flan|flann|focht|fokker|fox|foxx|fran,0.0,1.6094
0,fokkek,easy,control,,generated,2,CVC-CVC,fok,kek,F AA K K EH K,6,6,/fɑkkɛk/,fok-kek,0,3,creque|fateh|fleck|focht|fokker|fox|foxx|frech|freck|kleck,0.0,1.6094
0,fokmak,easy,control,,generated,2,CVC-CVC,fok,mak,F AA K M AE K,6,6,/fɑkmæk/,fok-mak,0,3,clack|crack|domke|fahmy|fama|farm|flack|flak|focht|fokker,0.0,1.6094
0,fokmam,easy,control,,generated,2,CVC-CVC,fok,mam,F AA K M AE M,6,6,/fɑkmæm/,fok-mam,0,3,clam|cram|fahmy|fama|farm|flam|flamm|focht|fokker|fox,0.0,1.6094
0,foknak,easy,control,,generated,2,CVC-CVC,fok,nak,F AA K N AE K,6,6,/fɑknæk/,fok-nak,0,3,anac|clack|crack|flack|flak|focht|fokker|fonar|fond|fonner,0.0,1.6094
0,foknam,easy,control,,generated,2,CVC-CVC,fok,nam,F AA K N AE M,6,6,/fɑknæm/,fok-nam,0,3,clam|cram|farm|flam|flamm|focht|fokker|fonar|fond|fonner,0.0,1.6094
0,fokpak,easy,control,,generated,2,CVC-CVC,fok,pak,F AA K P AE K,6,6,/fɑkpæk/,fok-pak,0,3,aipac|clack|crack|flack|flak|focht|fokker|fox|foxx|kayak,0.0,1.6094
0,fomkak,easy,control,,generated,2,CVC-CVC,fom,kak,F AA M K AE K,6,6,/fɑmkæk/,fom-kak,0,3,domke|fahmy|fama|flack|flak|focht|fokker|fox|foxx|smack,0.0,1.6094
0,fomkam,easy,control,,generated,2,CVC-CVC,fom,kam,F AA M K AE M,6,6,/fɑmkæm/,fom-kam,0,3,domke|fahmy|fama|farm|flam|flamm|focht|fokker|fox|foxx,0.0,1.6094
0,fomkan,easy,control,,generated,2,CVC-CVC,fom,kan,F AA M K AE N,6,6,/fɑmkæn/,fom-kan,0,3,aachen|ahmann|aman|amen|amin|amon|domke|fahmy|fama|fayanne,0.0,1.6094
0,fommak,easy,control,,generated,2,CVC-CVC,fom,mak,F AA M M AE K,6,6,/fɑmmæk/,fom-mak,0,3,domke|fahmy|fama|farm|flack|flak|smack,0.0,1.6094
0,fomnak,easy,control,,generated,2,CVC-CVC,fom,nak,F AA M N AE K,6,6,/fɑmnæk/,fom-nak,0,3,anac|domke|fahmy|fama|flack|flak|fonar|fond|fonner|fons,0.0,1.6094
0,fonkak,easy,control,,generated,2,CVC-CVC,fon,kak,F AA N K AE K,6,6,/fɑnkæk/,fon-kak,0,3,anac|flack|flak|focht|fokker|fonar|fond|fonner|fons|font,0.0,1.6094
0,fonkam,easy,control,,generated,2,CVC-CVC,fon,kam,F AA N K AE M,6,6,/fɑnkæm/,fon-kam,0,3,farm|flam|flamm|focht|fokker|fonar|fond|fonner|fons|font,0.0,1.6094
0,fonmak,easy,control,,generated,2,CVC-CVC,fon,mak,F AA N M AE K,6,6,/fɑnmæk/,fon-mak,0,3,anac|domke|fahmy|fama|farm|flack|flak|fonar|fond|fonner,0.0,1.6094
0,fonnak,easy,control,,generated,2,CVC-CVC,fon,nak,F AA N N AE K,6,6,/fɑnnæk/,fon-nak,0,3,anac|flack|flak|fonar|fond|fonner|fons|font|fonte|fonz,0.0,1.6094
0,fopkak,easy,control,,generated,2,CVC-CVC,fop,kak,F AA P K AE K,6,6,/fɑpkæk/,fop-kak,0,3,aipac|flack|flak|focht|fokker|fox|foxx|opic|plack|placke,0.0,1.6094
0,fopmak,easy,control,,generated,2,CVC-CVC,fop,mak,F AA P M AE K,6,6,/fɑpmæk/,fop-mak,0,3,aipac|domke|fahmy|fama|farm|flack|flak|opic|plack|placke,0.0,1.6094
0,fukkak,easy,control,,generated,2,CVC-CVC,fuk,kak,F AH K K AE K,6,6,/fʌkkæk/,fuk-kak,0,3,aback|adak|attack|clack|crack|flack|flak|fucked|fucker|fucks,0.0,1.6094
0,fukkam,easy,control,,generated,2,CVC-CVC,fuk,kam,F AH K K AE M,6,6,/fʌkkæm/,fuk-kam,0,3,alam|clam|cram|flam|flamm|frahm|fram|fucked|fucker|fucks,0.0,1.6094
0,fukmak,easy,control,,generated,2,CVC-CVC,fuk,mak,F AH K M AE K,6,6,/fʌkmæk/,fuk-mak,0,3,aback|adak|ahmeek|amass|amok|amuck|attack|clack|crack|flack,0.0,1.6094
0,fuknak,easy,control,,generated,2,CVC-CVC,fuk,nak,F AH K N AE K,6,6,/fʌknæk/,fuk-nak,0,3,aback|adak|anac|attack|clack|crack|flack|flak|fucked|fucker,0.0,1.6094
0,fumkak,easy,control,,generated,2,CVC-CVC,fum,kak,F AH M K AE K,6,6,/fʌmkæk/,fum-kak,0,3,aback|adak|ahmeek|amass|amok|amuck|attack|flack|flak|fucked,0.0,1.6094
0,funkak,easy,control,,generated,2,CVC-CVC,fun,kak,F AH N K AE K,6,6,/fʌnkæk/,fun-kak,0,3,aback|adak|anac|attack|flack|flak|fucked|fucker|fucks|fulk,0.0,1.6094
0,gakkek,easy,control,,generated,2,CVC-CVC,gak,kek,G AE K K EH K,6,6,/gækkɛk/,gak-kek,0,3,creque|grech|kleck|krech|quek,0.0,1.6094
0,gakkem,easy,control,,generated,2,CVC-CVC,gak,kem,G AE K K EH M,6,6,/gækkɛm/,gak-kem,0,3,clem|klem|klemm|klemme,0.0,1.6094
0,gakken,easy,control,,generated,2,CVC-CVC,gak,ken,G AE K K EH N,6,6,/gækkɛn/,gak-ken,0,3,achorn|cayenne|cayenne|glen|glenn|gren|gwen|kren|krenn,0.0,1.6094
0,gakkik,easy,control,,generated,2,CVC-CVC,gak,kik,G AE K K IH K,6,6,/gækkɪk/,gak-kik,0,3,achill|alec|allick|amick|annick|aric|arrick|asic|attic|click,0.0,1.6094
0,gakmek,easy,control,,generated,2,CVC-CVC,gak,mek,G AE K M EH K,6,6,/gækmɛk/,gak-mek,0,3,acme|amev|amick|creque|gamma|gamp|grech|khmer|kleck|krech,0.0,1.6094
0,gakmem,easy,control,,generated,2,CVC-CVC,gak,mem,G AE K M EH M,6,6,/gækmɛm/,gak-mem,0,3,acme|amev|clem|gamma|gamp|khmer|klem|klemm|klemme,0.0,1.6094
0,gakmen,easy,control,,generated,2,CVC-CVC,gak,men,G AE K M EH N,6,6,/gækmɛn/,gak-men,0,3,achorn|acme|amann|amen|amen|amev|amman|ammann|ammon|cayenne,0.0,1.6094
0,gaknek,easy,control,,generated,2,CVC-CVC,gak,nek,G AE K N EH K,6,6,/gæknɛk/,gak-nek,0,3,acne|anac|annick|creque|gange|ganoe|gans|gant|gantt|ganz,0.0,1.6094
0,gaknem,easy,control,,generated,2,CVC-CVC,gak,nem,G AE K N EH M,6,6,/gæknɛm/,gak-nem,0,3,acne|annum|clem|gange|ganoe|gans|gant|gantt|ganz|ghana,0.0,1.6094
0,gaknen,easy,control,,generated,2,CVC-CVC,gak,nen,G AE K N EH N,6,6,/gæknɛn/,gak-nen,0,3,achorn|acne|annan|annen|anon|cayenne|cayenne|gange|ganoe|gans,0.0,1.6094
0,gakpek,easy,control,,generated,2,CVC-CVC,gak,pek,G AE K P EH K,6,6,/gækpɛk/,gak-pek,0,3,apec|creque|gamp|gappa|gaps|gasp|grech|kleck|krech|opec,0.0,1.6094
0,gamkek,easy,control,,generated,2,CVC-CVC,gam,kek,G AE M K EH K,6,6,/gæmkɛk/,gam-kek,0,3,amca|amev|amick|gamma|gamp|grech|schmeck,0.0,1.6094
0,gamkem,easy,control,,generated,2,CVC-CVC,gam,kem,G AE M K EH M,6,6,/gæmkɛm/,gam-kem,0,3,amca|amev|gamma|gamp,0.0,1.6094
0,gamken,easy,control,,generated,2,CVC-CVC,gam,ken,G AE M K EH N,6,6,/gæmkɛn/,gam-ken,0,3,achorn|amann|amca|amen|amen|amev|amman|ammann|ammon|ehmen,0.0,1.6094
0,gammek,easy,control,,generated,2,CVC-CVC,gam,mek,G AE M M EH K,6,6,/gæmmɛk/,gam-mek,0,3,amev|amick|gamma|gamp|grech|schmeck,0.0,1.6094
0,gammem,easy,control,,generated,2,CVC-CVC,gam,mem,G AE M M EH M,6,6,/gæmmɛm/,gam-mem,0,3,amev|gamma|gamp,0.0,1.6094
0,gamnek,easy,control,,generated,2,CVC-CVC,gam,nek,G AE M N EH K,6,6,/gæmnɛk/,gam-nek,0,3,amev|amick|anac|annick|gamma|gamp|gange|ganoe|gans|gant,0.0,1.6094
0,gamnem,easy,control,,generated,2,CVC-CVC,gam,nem,G AE M N EH M,6,6,/gæmnɛm/,gam-nem,0,3,amev|annum|gamma|gamp|gange|ganoe|gans|gant|gantt|ganz,0.0,1.6094
0,gankek,easy,control,,generated,2,CVC-CVC,gan,kek,G AE N K EH K,6,6,/gænkɛk/,gan-kek,0,3,anac|annick|gange|ganoe|gans|gant|gantt|ganz|ghana|grech,0.0,1.6094
0,gankem,easy,control,,generated,2,CVC-CVC,gan,kem,G AE N K EH M,6,6,/gænkɛm/,gan-kem,0,3,annum|gange|ganoe|gans|gant|gantt|ganz|ghana,0.0,1.6094
0,ganken,easy,control,,generated,2,CVC-CVC,gan,ken,G AE N K EH N,6,6,/gænkɛn/,gan-ken,0,3,achorn|annan|annen|anon|gange|ganoe|gans|gant|gantt|ganz,0.0,1.6094
0,ganmek,easy,control,,generated,2,CVC-CVC,gan,mek,G AE N M EH K,6,6,/gænmɛk/,gan-mek,0,3,amev|amick|anac|annick|gamma|gamp|gange|ganoe|gans|gant,0.0,1.6094
0,ganmem,easy,control,,generated,2,CVC-CVC,gan,mem,G AE N M EH M,6,6,/gænmɛm/,gan-mem,0,3,amev|annum|gamma|gamp|gange|ganoe|gans|gant|gantt|ganz,0.0,1.6094
0,gannek,easy,control,,generated,2,CVC-CVC,gan,nek,G AE N N EH K,6,6,/gænnɛk/,gan-nek,0,3,anac|annick|gange|ganoe|gans|gant|gantt|ganz|ghana|grech,0.0,1.6094
0,ganpek,easy,control,,generated,2,CVC-CVC,gan,pek,G AE N P EH K,6,6,/gænpɛk/,gan-pek,0,3,anac|annick|apec|gamp|gange|ganoe|gans|gant|gantt|ganz,0.0,1.6094
0,gapkek,easy,control,,generated,2,CVC-CVC,gap,kek,G AE P K EH K,6,6,/gæpkɛk/,gap-kek,0,3,apec|gappa|gaps|grech|opec|spec|speck,0.0,1.6094
1,gapkem,easy,control,,generated,2,CVC-CVC,gap,kem,G AE P K EH M,6,6,/gæpkɛm/,gap-kem,0,3,gappa|gaps|pm|prem,0.0,1.6094
0,gapmek,easy,control,,generated,2,CVC-CVC,gap,mek,G AE P M EH K,6,6,/gæpmɛk/,gap-mek,0,3,amev|amick|apec|gamma|gamp|gappa|gaps|grech|opec|schmeck,0.0,1.6094
0,gapnek,easy,control,,generated,2,CVC-CVC,gap,nek,G AE P N EH K,6,6,/gæpnɛk/,gap-nek,0,3,anac|annick|apec|gange|ganoe|gans|gant|gantt|ganz|gappa,0.0,1.6094
0,gaskek,easy,control,,generated,2,CVC-CVC,gas,kek,G AE S K EH K,6,6,/gæskɛk/,gas-kek,0,3,ascii|aska|asked|asker|asko|asks|asset|bask|basque|cask,0.0,1.6094
0,gatkek,easy,control,,generated,2,CVC-CVC,gat,kek,G AE T K EH K,6,6,/gætkɛk/,gat-kek,0,3,atco|atek|attic|eyetech|gatti|gatty|gatz|grech|itek|stec,0.0,1.6094
0,gekkak,easy,control,,generated,2,CVC-CVC,gek,kak,G EH K K AE K,6,6,/gɛkkæk/,gek-kak,0,3,clack|crack|gecko|gekko|geschke|kayak|krack|kracke|kwak|quack,0.0,1.6094
0,gekkam,easy,control,,generated,2,CVC-CVC,gek,kam,G EH K K AE M,6,6,/gɛkkæm/,gek-kam,0,3,clam|cram|gecko|gekko|geschke|glam|graeme|graham|gram|gramm,0.0,1.6094
